Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Exchange
KAR,"KAR Auction Services, Inc",38.3,$5.27B,2009,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kar,NYSE
KATE,Kate Spade & Company,20.28,$2.59B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kate,NYSE
KED,Kayne Anderson Energy Development Company,17.18,$181.38M,2006,n/a,n/a,http://www.nasdaq.com/symbol/ked,NYSE
KYE,"Kayne Anderson Energy Total Return Fund, Inc.",12.5,$450.94M,2005,n/a,n/a,http://www.nasdaq.com/symbol/kye,NYSE
KMF,"Kayne Anderson Midstream Energy Fund, Inc",15.14,$335.22M,2010,n/a,n/a,http://www.nasdaq.com/symbol/kmf,NYSE
KYN,Kayne Anderson MLP Investment Company,17.87,$1.95B,2004,n/a,n/a,http://www.nasdaq.com/symbol/kyn,NYSE
KYN^E,Kayne Anderson MLP Investment Company,25.63,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kyn^e,NYSE
KYN^F,Kayne Anderson MLP Investment Company,25.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kyn^f,NYSE
KYN^G,Kayne Anderson MLP Investment Company,25.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kyn^g,NYSE
KB,KB Financial Group Inc,30.71,$11.86B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/kb,NYSE
KBH,KB Home,14.42,$1.33B,1986,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/kbh,NYSE
KBR,"KBR, Inc.",19.67,$2.84B,2006,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/kbr,NYSE
KAP,"KCAP Financial, Inc.",25.0953,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kap,NYSE
KCG,"KCG Holdings, Inc.",12.91,$1.17B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/kcg,NYSE
K,Kellogg Company,69.38,$24.59B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/k,NYSE
KEM,Kemet Corporation,2.83,$129.55M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/kem,NYSE
KMPA,Kemper Corporation,26.68,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpa,NYSE
KMPR,Kemper Corporation,41.44,$2.12B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpr,NYSE
KMT,Kennametal Inc.,28.86,$2.3B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kmt,NYSE
KW,Kennedy-Wilson Holdings Inc.,26.29,$3.01B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/kw,NYSE
KWN,Kennedy-Wilson Holdings Inc.,25.974,n/a,2012,Finance,Real Estate,http://www.nasdaq.com/symbol/kwn,NYSE
KEN,Kenon Holdings Ltd.,10.8899,$584.6M,2015,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/ken,NYSE
KEG,"Key Energy Services, Inc.",0.5701,$89.83M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/keg,NYSE
KEY,KeyCorp,13.3,$11.11B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/key,NYSE
KEY^G,KeyCorp,130.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/key^g,NYSE
KEYS,Keysight Technologies Inc.,29.99,$5.08B,2014,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/keys,NYSE
KRC,Kilroy Realty Corporation,67.15,$6.19B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krc,NYSE
KRC^G,Kilroy Realty Corporation,25.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krc^g,NYSE
KRC^H,Kilroy Realty Corporation,25.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krc^h,NYSE
KMB,Kimberly-Clark Corporation,121.13,$43.97B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/kmb,NYSE
KIM,Kimco Realty Corporation,26.65,$11.01B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/kim,NYSE
KIM^I,Kimco Realty Corporation,25.96,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^i,NYSE
KIM^J,Kimco Realty Corporation,25.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^j,NYSE
KIM^K,Kimco Realty Corporation,25.67,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^k,NYSE
KMI,"Kinder Morgan, Inc.",22.42,$50.03B,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/kmi,NYSE
KMI.WS,"Kinder Morgan, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmi.ws,NYSE
KMI^A,"Kinder Morgan, Inc.",41.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmi^a,NYSE
KND,"Kindred Healthcare, Inc.",13.5,$1.13B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/knd,NYSE
KING,King Digital Entertainment plc,17.72,$5.58B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/king,NYSE
KFS,"Kingsway Financial Services, Inc.",4.85,$105.16M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kfs,NYSE
KGC,Kinross Gold Corporation,2.05,$2.35B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kgc,NYSE
KEX,Kirby Corporation,65.17,$3.52B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/kex,NYSE
KRG,Kite Realty Group Trust,27.17,$2.26B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krg,NYSE
KRG^A.CL,Kite Realty Group Trust,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krg^a.cl,NYSE
KKR,KKR & Co. L.P.,16.92,$20.2B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/kkr,NYSE
KFH,KKR Financial Holdings LLC,26.89,n/a,2011,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kfh,NYSE
KFI,KKR Financial Holdings LLC,27.11,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kfi,NYSE
KFN^,KKR Financial Holdings LLC,26.54,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kfn^,NYSE
KIO,KKR Income Opportunities Fund,14.37,$219.22M,2013,n/a,n/a,http://www.nasdaq.com/symbol/kio,NYSE
KMG,"KMG Chemicals, Inc.",19.76,$231.5M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kmg,NYSE
KNX,"Knight Transportation, Inc.",26.37,$2.13B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/knx,NYSE
KNL,"Knoll, Inc.",22.54,$1.1B,2004,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/knl,NYSE
KNOP,KNOT Offshore Partners LP,15.73,$217.19M,2013,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/knop,NYSE
KN,Knowles Corporation,16.34,$1.45B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/kn,NYSE
KSS,Kohl&#39;s Corporation,47.22,$9.18B,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/kss,NYSE
PHG,Koninklijke Philips N.V.,27.14,$25B,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/phg,NYSE
KOP,Koppers Holdings Inc.,22.41,$460.6M,2006,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/kop,NYSE
KEP,Korea Electric Power Corporation,21.55,$27.67B,1994,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/kep,NYSE
KEF,"Korea Equity Fund, Inc.",7.505,$73.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kef,NYSE
KF,"Korea Fund, Inc. (The)",37,$291.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kf,NYSE
KFY,Korn/Ferry International,38.3,$1.96B,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/kfy,NYSE
KOS,Kosmos Energy Ltd.,7.07,$2.72B,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/kos,NYSE
KRA,"Kraton Performance Polymers, Inc",21.44,$654.43M,2009,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kra,NYSE
KKD,"Krispy Kreme Doughnuts, Inc.",13.91,$875.12M,n/a,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/kkd,NYSE
KR,Kroger Company (The),38.2,$37.19B,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/kr,NYSE
KRO,Kronos Worldwide Inc,6.11,$708.03M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kro,NYSE
KT,KT Corporation,13.13,$6.86B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/kt,NYSE
KYO,Kyocera Corporation,47.48,$17.42B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/kyo,NYSE
LB,"L Brands, Inc.",96.03,$27.89B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/lb,NYSE
SCX,L.S. Starrett Company (The),11.17,$78.39M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/scx,NYSE
LLL,"L-3 Communications Holdings, Inc.",122.96,$9.64B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lll,NYSE
LQ,La Quinta Holdings Inc.,15.11,$1.96B,2014,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lq,NYSE
LH,Laboratory Corporation of America Holdings,125.32,$12.68B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lh,NYSE
LG,"Laclede Group, Inc.",58.91,$2.55B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/lg,NYSE
LADR,Ladder Capital Corp,14.04,$1.39B,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/ladr,NYSE
LDR,"Landauer, Inc.",40.9,$391.76M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ldr,NYSE
LCI,Lannett Co Inc,38.88,$1.42B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lci,NYSE
LPI,"Laredo Petroleum, Inc.",10.85,$2.32B,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lpi,NYSE
LVS,Las Vegas Sands Corp.,44.8,$35.66B,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lvs,NYSE
LHO,LaSalle Hotel Properties,28.29,$3.19B,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lho,NYSE
LHO^H,LaSalle Hotel Properties,25.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lho^h,NYSE
LHO^I,LaSalle Hotel Properties,25.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lho^i,NYSE
LFL,LATAM Airlines Group S.A.,5.43,$2.96B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/lfl,NYSE
LDF,"Latin American Discovery Fund, Inc. (The)",7.95,$54.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ldf,NYSE
LGI,Lazard Global Total Return and Income Fund,13.425,$128.95M,2004,n/a,n/a,http://www.nasdaq.com/symbol/lgi,NYSE
LAZ,Lazard Ltd.,46.44,$5.83B,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/laz,NYSE
LOR,"Lazard World Dividend & Income Fund, Inc.",9.49,$65.29M,2005,n/a,n/a,http://www.nasdaq.com/symbol/lor,NYSE
LZB,La-Z-Boy Incorporated,27.21,$1.37B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/lzb,NYSE
LF,Leapfrog Enterprises Inc,0.69,$48.97M,2002,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/lf,NYSE
LEA,Lear Corporation,125.99,$9.49B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/lea,NYSE
LEE,"Lee Enterprises, Incorporated",1.7,$92.74M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/lee,NYSE
BWG,Legg Mason BW Global Income Opportunities Fund Inc.,12.28,$258.82M,2012,n/a,n/a,http://www.nasdaq.com/symbol/bwg,NYSE
LM,"Legg Mason, Inc.",44.88,$4.83B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/lm,NYSE
LEG,"Leggett & Platt, Incorporated",46.72,$6.36B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/leg,NYSE
CVB,Lehman ABS Corporation,10.51,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cvb,NYSE
JBK,Lehman ABS Corporation,25.1,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbk,NYSE
KCC,Lehman ABS Corporation,28.466,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kcc,NYSE
KTH,Lehman ABS Corporation,32.0001,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kth,NYSE
KTN,Lehman ABS Corporation,31.41,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktn,NYSE
KTP,Lehman ABS Corporation,17.79,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktp,NYSE
XKE,Lehman ABS Corporation,5,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/xke,NYSE
LDOS,"Leidos Holdings, Inc.",59.01,$4.25B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ldos,NYSE
LEJU,Leju Holdings Limited,5.77,$777.11M,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/leju,NYSE
LC,LendingClub Corporation,12.09,$4.57B,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lc,NYSE
LEN,Lennar Corporation,52.31,$11B,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/len,NYSE
LEN.B,Lennar Corporation,n/a,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/len.b,NYSE
LII,"Lennox International, Inc.",137.79,$6.21B,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lii,NYSE
LUK,Leucadia National Corporation,17.74,$6.43B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/luk,NYSE
LVLT,"Level 3 Communications, Inc.",52.85,$18.83B,2011,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lvlt,NYSE
LXP,Lexington Realty Trust,8.76,$2.06B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lxp,NYSE
LXP^C,Lexington Realty Trust,48.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lxp^c,NYSE
LXK,"Lexmark International, Inc.",34.84,$2.15B,1995,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/lxk,NYSE
LPL,"LG Display Co., Ltd.",10.78,$7.71B,2004,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lpl,NYSE
USA,Liberty All-Star Equity Fund,5.44,$959.7M,1986,n/a,n/a,http://www.nasdaq.com/symbol/usa,NYSE
ASG,"Liberty All-Star Growth Fund, Inc.",4.95,$114.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asg,NYSE
LPT,Liberty Property Trust,34.22,$5.06B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lpt,NYSE
LOCK,"LifeLock, Inc.",15.34,$1.47B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/lock,NYSE
LITB,"LightInTheBox Holding Co., Ltd.",3.61,$174.39M,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/litb,NYSE
LNC,Lincoln National Corporation,55.5,$13.73B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/lnc,NYSE
LNC.WS,Lincoln National Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lnc.ws,NYSE
LNN,Lindsay Corporation,69.98,$790.03M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lnn,NYSE
LNKD,LinkedIn Corporation,249.82,$32.75B,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/lnkd,NYSE
LGF,Lions Gate Entertainment Corporation,34.24,$5.09B,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/lgf,NYSE
LAD,"Lithia Motors, Inc.",126.06,$3.31B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/lad,NYSE
LYV,"Live Nation Entertainment, Inc.",25.59,$5.18B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/lyv,NYSE
LYG,Lloyds Banking Group Plc,4.57,$81.64B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/lyg,NYSE
SCD,LMP Capital and Income Fund Inc.,12.81,$230.37M,2004,n/a,n/a,http://www.nasdaq.com/symbol/scd,NYSE
TLI,LMP Corporate Loan Fund Inc,9.94,$98.76M,1998,n/a,n/a,http://www.nasdaq.com/symbol/tli,NYSE
RIT,LMP Real Estate Income Fund Inc,12.9481,$148.14M,2002,n/a,n/a,http://www.nasdaq.com/symbol/rit,NYSE
LMT,Lockheed Martin Corporation,220.2,$67.67B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmt,NYSE
L,Loews Corporation,38.31,$13.57B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/l,NYSE
LPX,Louisiana-Pacific Corporation,17.95,$2.56B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/lpx,NYSE
LOW,"Lowe&#39;s Companies, Inc.",77.13,$71.36B,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/low,NYSE
LXU,Lsb Industries Inc.,6.51,$148.5M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxu,NYSE
LTC,"LTC Properties, Inc.",42.8,$1.52B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ltc,NYSE
LUB,"Luby&#39;s, Inc.",4.78,$136.96M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/lub,NYSE
LL,"Lumber Liquidators Holdings, Inc",15.08,$408.48M,2007,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/ll,NYSE
LXFR,Luxfer Holdings PLC,10.25,$276.3M,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxfr,NYSE
LXFT,"Luxoft Holding, Inc.",77.06,$2.53B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/lxft,NYSE
LUX,"Luxottica Group, S.p.A.",67.6,$32.68B,1990,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/lux,NYSE
LDL,"Lydall, Inc.",37.69,$642.3M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ldl,NYSE
WLH,Lyon William Homes,17.53,$551.6M,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/wlh,NYSE
LYB,LyondellBasell Industries NV,97.08,$43.63B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lyb,NYSE
MTB,M&T Bank Corporation,126.15,$16.81B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mtb,NYSE
MTB.WS,M&T Bank Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb.ws,NYSE
MTB^,M&T Bank Corporation,1030,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb^,NYSE
MTB^C,M&T Bank Corporation,1025,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb^c,NYSE
MDC,"M.D.C. Holdings, Inc.",26.88,$1.31B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mdc,NYSE
MHO,"M/I Homes, Inc.",23.84,$587.63M,1993,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mho,NYSE
MHO^A,"M/I Homes, Inc.",25.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mho^a,NYSE
MAC,Macerich Company (The),79.13,$12.53B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mac,NYSE
CLI,Mack-Cali Realty Corporation,23.69,$2.12B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cli,NYSE
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,19.9489,$248.73M,2005,n/a,n/a,http://www.nasdaq.com/symbol/mgu,NYSE
MIC,Macquarie Infrastructure Company,76.47,$6.11B,2004,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mic,NYSE
MFD,Macquarie/First Trust Global,12.4,$105.81M,2004,n/a,n/a,http://www.nasdaq.com/symbol/mfd,NYSE
BMA,Macro Bank Inc.,57.21,$3.34B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bma,NYSE
M,Macy&#39;s Inc,39.33,$13.02B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/m,NYSE
MCN,Madison Covered Call & Equity Strategy Fund,7.83,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/mcn,NYSE
MSP,Madison Strategic Sector Premium Fund,11.36,$65.87M,2005,n/a,n/a,http://www.nasdaq.com/symbol/msp,NYSE
MMP,Magellan Midstream Partners L.P.,62.55,$14.23B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mmp,NYSE
MGA,"Magna International, Inc.",45.93,$18.57B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mga,NYSE
MX,MagnaChip Semiconductor Corporation,5.56,$192.2M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/mx,NYSE
MH^A,"Maiden Holdings, Ltd.",26.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mh^a,NYSE
MH^C,"Maiden Holdings, Ltd.",25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mh^c,NYSE
MHNA,"Maiden Holdings, Ltd.",25.53,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhna,NYSE
MHNB,"Maiden Holdings, Ltd.",26.56,n/a,2012,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhnb,NYSE
MHNC,"Maiden Holdings, Ltd.",27.08,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhnc,NYSE
MAIN,Main Street Capital Corporation,32.12,$1.61B,2007,n/a,n/a,http://www.nasdaq.com/symbol/main,NYSE
MSCA,Main Street Capital Corporation,25.4201,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/msca,NYSE
MMD,MainStay DefinedTerm Municipal Opportunities Fund,18.34,$505.35M,2012,n/a,n/a,http://www.nasdaq.com/symbol/mmd,NYSE
MNK,Mallinckrodt plc,71.48,$8.29B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnk,NYSE
MZF,Managed Duration Investment Grade Municipal Fund,13.44,$91.4M,2003,n/a,n/a,http://www.nasdaq.com/symbol/mzf,NYSE
HYF,"Managed High Yield Plus Fund, Inc.",1.85,$114.98M,1998,n/a,n/a,http://www.nasdaq.com/symbol/hyf,NYSE
MANU,Manchester United Ltd.,18.6,$3.05B,2012,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/manu,NYSE
MTW,"Manitowoc Company, Inc. (The)",17.04,$2.33B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mtw,NYSE
MN,"Manning & Napier, Inc.",8.97,$132.54M,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/mn,NYSE
MAN,ManpowerGroup,91.94,$6.77B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/man,NYSE
MFC,Manulife Financial Corp,16.79,$33.1B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/mfc,NYSE
MRO,Marathon Oil Corporation,17.63,$11.94B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mro,NYSE
MPC,Marathon Petroleum Corporation,59.34,$31.63B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/mpc,NYSE
MMI,"Marcus & Millichap, Inc.",32.37,$1.2B,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/mmi,NYSE
MCS,Marcus Corporation (The),20.2,$557.76M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/mcs,NYSE
MRIN,Marin Software Incorporated,3.9,$144.62M,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/mrin,NYSE
MHG,Marine Harvest ASA,13.81,$6.22B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mhg,NYSE
MPX,Marine Products Corporation,6.98,$266.19M,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mpx,NYSE
HZO,"MarineMax, Inc.",18.21,$465.37M,1998,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hzo,NYSE
MKL,Markel Corporation,905.99,$12.64B,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mkl,NYSE
MWE,"MarkWest Energy Partners, LP",46,$9.47B,2002,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mwe,NYSE
VAC,Marriot Vacations Worldwide Corporation,61.55,$1.91B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/vac,NYSE
MMC,"Marsh & McLennan Companies, Inc.",56.01,$29.22B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/mmc,NYSE
MSO,"Martha Stewart Living Omnimedia, Inc.",6.1,$350.73M,1999,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mso,NYSE
MLM,"Martin Marietta Materials, Inc.",159.34,$10.54B,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mlm,NYSE
MAS,Masco Corporation,30.42,$10.24B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/mas,NYSE
DOOR,Masonite International Corporation,67.14,$2.04B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/door,NYSE
MTZ,"MasTec, Inc.",20.72,$1.66B,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/mtz,NYSE
MA,Mastercard Incorporated,97.93,$108.59B,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ma,NYSE
MTDR,Matador Resources Company,25.53,$2.18B,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtdr,NYSE
MTRN,Materion Corporation,29.38,$587.66M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/mtrn,NYSE
MATX,"Matson, Inc.",52.21,$2.27B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/matx,NYSE
